x,y
0.0,0.0
0.001001001001,0.000100033049212
0.002002002002,0.000398129201877
0.003003003003,0.000888309553053
0.004004004004,0.00156070912622
0.00500500500501,0.00240172527052
0.00600600600601,0.00339422263419
0.00700700700701,0.00451779197348
0.00800800800801,0.00574905933227
0.00900900900901,0.00706204144729
0.01001001001,0.00842854260549
0.011011011011,0.00981858761139
0.012012012012,0.0112008850213
0.013013013013,0.0125433143731
0.014014014014,0.0138134307928
0.015015015015,0.0149789800923
0.016016016016,0.016008417298
0.017017017017,0.0168714214587
0.018018018018,0.0175393995885
0.019019019019,0.0179859726916
0.02002002002,0.0181874370039
0.021021021021,0.0181231938597
0.022022022022,0.0177761419524
0.023023023023,0.0171330261988
0.024024024024,0.0161847379361
0.025025025025,0.0149265617699
0.026026026026,0.0133583650415
0.027027027027,0.0114847265964
0.028028028028,0.00931500228586
0.029029029029,0.00686332543275
0.03003003003,0.00414854131461
0.031031031031,0.00119407555825
0.032032032032,-0.00197226280709
0.033033033033,-0.00531854204286
0.034034034034,-0.00880902970797
0.035035035035,-0.0124045727322
0.036036036036,-0.0160630315275
0.037037037037,-0.0197397633692
0.038038038038,-0.023388149592
0.039039039039,-0.0269601605199
0.04004004004,-0.0304069514895
0.041041041041,-0.0336794828482
0.042042042042,-0.0367291564075
0.043043043043,-0.0395084605236
0.044044044044,-0.0419716157596
0.045045045045,-0.0440752129631
0.046046046046,-0.0457788355713
0.047047047047,-0.0470456580347
0.048048048048,-0.047843012427
0.049049049049,-0.0481429155883
0.0500500500501,-0.0479225495193
0.0510510510511,-0.0471646882133
0.0520520520521,-0.0458580646665
0.0530530530531,-0.043997672444
0.0540540540541,-0.0415849968927
0.0550550550551,-0.0386281718729
0.0560560560561,-0.0351420587228
0.0570570570571,-0.0311482450571
0.0580580580581,-0.0266749619368
0.0590590590591,-0.0217569189025
0.0600600600601,-0.0164350573467
0.0610610610611,-0.0107562236832
0.0620620620621,-0.00477276475403
0.0630630630631,0.00145795111918
0.0640640640641,0.00787408309769
0.0650650650651,0.014409931559
0.0660660660661,0.0209966105111
0.0670670670671,0.0275627718091
0.0680680680681,0.0340353735767
0.0690690690691,0.0403404845994
0.0700700700701,0.0464041159026
0.0710710710711,0.0521530702735
0.0720720720721,0.0575158001357
0.0730730730731,0.0624232639313
0.0740740740741,0.0668097710389
0.0750750750751,0.0706138052262
0.0760760760761,0.0737788167353
0.0770770770771,0.0762539733058
0.0780780780781,0.077994860766
0.0790790790791,0.0789641242589
0.0800800800801,0.0791320417163
0.0810810810811,0.0784770218403
0.0820820820821,0.0769860196024
0.0830830830831,0.0746548631037
0.0840840840841,0.0714884865578
0.0850850850851,0.067501065152
0.0860860860861,0.0627160485891
0.0870870870871,0.0571660912197
0.0880880880881,0.0508928778116
0.0890890890891,0.0439468451738
0.0900900900901,0.036386801029
0.0910910910911,0.0282794427118
0.0920920920921,0.0196987794358
0.0930930930931,0.0107254630103
0.0940940940941,0.00144603299253
0.0950950950951,-0.00804791669659
0.0960960960961,-0.0176606416783
0.0970970970971,-0.0272932126261
0.0980980980981,-0.036844532644
